102;J0211-8159;299.592;-34.606;0.928218;-2.499e-16;-999;-999;24.36;-999;54.00;48.500;72.000;6.00;0.30;-999;-999;1.39e+01;6.93e-01;9.16e+30;3.96e+30;-999;4.24e+00;
103;J0212+5222;135.331;-8.520;2.656844;-4.658e-14;-999;-999;38.21;-999;-13.68;-999;-999;4.10;0.90;-999;-999;9.98e+00;2.19e+00;4.89e+33;2.01e+33;-999;2.80e+02;
104;J0214+5222;135.632;-8.423;40.691272;-4.951e-16;-999;-999;22.04;-999;-16.44;2.500;-999;0.90;-999;-999;-999;1.21e+00;-999;7.95e+32;5.91e+32;-999;1.73e+03;
105;J0215+6218;132.575;1.030;1.821892;-2.198e-15;3.200e-26;-999;84.00;-999;380.90;-999;-999;14.50;3.70;-999;-999;5.80e+01;1.48e+01;1.58e+32;3.95e+31;-999;3.46e+01;
106;J0218+4232;139.508;-17.527;430.461055;-1.434e-14;2.800e-26;-999;61.25;-999;-61.40;1.010;-999;47.00;0.90;HE;-999;4.66e+02;8.93e+00;2.44e+35;2.46e+34;4.27e+08;3.21e+05;
107;J0220+36;142.376;-23.107;0.971157;-999;-999;-999;40.00;-999;-999;220.000;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;
108;J0229+20;151.579;-36.417;1.239311;-999;-999;-999;27.00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;
109;J0231+7026;131.155;9.181;0.681747;-1.445e-15;1.900e-28;-999;46.68;-999;-43.81;34.000;45.900;2.40;0.30;-999;-999;7.43e+00;9.29e-01;3.89e+31;1.26e+31;-999;6.42e+00;
110;J0241+16;157.964;-39.185;0.647082;-999;-999;-999;16.00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;
111;J0242+62;135.187;2.751;1.689189;-999;-999;-999;4.00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;
112;J0243+6027;136.271;0.500;0.678887;-999;-999;-999;141.00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;
113;J0244+14;159.914;-40.140;0.469903;-999;-999;-999;31.00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;
114;J0248+6021;136.903;0.697;4.606300;-1.169e-12;-999;-999;370.00;-999;-158.00;26.000;14.000;-999;13.70;HE;-999;-999;5.48e+01;2.13e+35;5.31e+34;3.50e+12;3.21e+03;
115;J0250+5854;137.767;-0.505;0.042489;-4.903e-17;-999;-999;45.28;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;8.22e+28;3.38e+28;-999;1.84e-02;
116;J0251+26;153.912;-29.492;393.700787;-999;-999;-999;20.00;-999;-999;-999;-999;-999;-999;HE;-999;-999;-999;-999;-999;-999;-999;
117;J0255-5304;269.862;-55.310;2.233596;-1.561e-16;-999;-999;15.90;-999;32.00;7.500;12.000;17.00;5.00;-999;-999;3.88e+01;1.14e+01;1.38e+31;6.04e+30;1.18e+11;1.25e+01;
